"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"23/11/2021 16:00:00 - 23/11/2021 17:00:00","BZN|DK1","3192.00","3255.86"
"23/11/2021 17:00:00 - 23/11/2021 18:00:00","BZN|DK1","3452.00","3506.75"
"23/11/2021 18:00:00 - 23/11/2021 19:00:00","BZN|DK1","3320.00","3270.78"
"23/11/2021 19:00:00 - 23/11/2021 20:00:00","BZN|DK1","3060.00","3081.76"
"23/11/2021 20:00:00 - 23/11/2021 21:00:00","BZN|DK1","2822.00","2813.49"
"23/11/2021 21:00:00 - 23/11/2021 22:00:00","BZN|DK1","2626.00","2640.49"
"23/11/2021 22:00:00 - 23/11/2021 23:00:00","BZN|DK1","2398.00","2662.51"
"23/11/2021 23:00:00 - 24/11/2021 00:00:00","BZN|DK1","2242.00","2481.67"
"24/11/2021 00:00:00 - 24/11/2021 01:00:00","BZN|DK1","2342.00","2279.15"
"24/11/2021 01:00:00 - 24/11/2021 02:00:00","BZN|DK1","2251.00","2287.98"
"24/11/2021 02:00:00 - 24/11/2021 03:00:00","BZN|DK1","2254.00","2263.23"
"24/11/2021 03:00:00 - 24/11/2021 04:00:00","BZN|DK1","2287.00","2244.88"
"24/11/2021 04:00:00 - 24/11/2021 05:00:00","BZN|DK1","2323.00","2338.05"
"24/11/2021 05:00:00 - 24/11/2021 06:00:00","BZN|DK1","2488.00","2467.88"
"24/11/2021 06:00:00 - 24/11/2021 07:00:00","BZN|DK1","2858.00","2768.82"
"24/11/2021 07:00:00 - 24/11/2021 08:00:00","BZN|DK1","3161.00","3088.12"
"24/11/2021 08:00:00 - 24/11/2021 09:00:00","BZN|DK1","3176.00","3122.88"
"24/11/2021 09:00:00 - 24/11/2021 10:00:00","BZN|DK1","3135.00","3065.61"
"24/11/2021 10:00:00 - 24/11/2021 11:00:00","BZN|DK1","3147.00","3135.28"
"24/11/2021 11:00:00 - 24/11/2021 12:00:00","BZN|DK1","3126.00","3121.13"
"24/11/2021 12:00:00 - 24/11/2021 13:00:00","BZN|DK1","3065.00","3069.73"
"24/11/2021 13:00:00 - 24/11/2021 14:00:00","BZN|DK1","3089.00","3096.87"
"24/11/2021 14:00:00 - 24/11/2021 15:00:00","BZN|DK1","3071.00","3074.69"
"24/11/2021 15:00:00 - 24/11/2021 16:00:00","BZN|DK1","3014.00","3004.19"
"24/11/2021 16:00:00 - 24/11/2021 17:00:00","BZN|DK1","3101.00","3121.92"
"24/11/2021 17:00:00 - 24/11/2021 18:00:00","BZN|DK1","3298.00","3298.81"
"24/11/2021 18:00:00 - 24/11/2021 19:00:00","BZN|DK1","3142.00","3155.92"
"24/11/2021 19:00:00 - 24/11/2021 20:00:00","BZN|DK1","2999.00","2977.75"
"24/11/2021 20:00:00 - 24/11/2021 21:00:00","BZN|DK1","2869.00","2897.90"
"24/11/2021 21:00:00 - 24/11/2021 22:00:00","BZN|DK1","2786.00","2786.22"
"24/11/2021 22:00:00 - 24/11/2021 23:00:00","BZN|DK1","2614.00","2620.55"
"24/11/2021 23:00:00 - 25/11/2021 00:00:00","BZN|DK1","2440.00","2426.78"
"25/11/2021 00:00:00 - 25/11/2021 01:00:00","BZN|DK1","2243.00","2193.22"
"25/11/2021 01:00:00 - 25/11/2021 02:00:00","BZN|DK1","2126.00","2122.48"
"25/11/2021 02:00:00 - 25/11/2021 03:00:00","BZN|DK1","2120.00","2081.83"
"25/11/2021 03:00:00 - 25/11/2021 04:00:00","BZN|DK1","2121.00","2079.83"
"25/11/2021 04:00:00 - 25/11/2021 05:00:00","BZN|DK1","2155.00","2135.41"
"25/11/2021 05:00:00 - 25/11/2021 06:00:00","BZN|DK1","2326.00","2293.53"
"25/11/2021 06:00:00 - 25/11/2021 07:00:00","BZN|DK1","2670.00","2618.07"
"25/11/2021 07:00:00 - 25/11/2021 08:00:00","BZN|DK1","3074.00","3082.31"
"25/11/2021 08:00:00 - 25/11/2021 09:00:00","BZN|DK1","3200.00","3214.91"
"25/11/2021 09:00:00 - 25/11/2021 10:00:00","BZN|DK1","3200.00","3200.51"
"25/11/2021 10:00:00 - 25/11/2021 11:00:00","BZN|DK1","3287.00","3341.34"
"25/11/2021 11:00:00 - 25/11/2021 12:00:00","BZN|DK1","3302.00","3332.82"
"25/11/2021 12:00:00 - 25/11/2021 13:00:00","BZN|DK1","3238.00","3255.70"
"25/11/2021 13:00:00 - 25/11/2021 14:00:00","BZN|DK1","3239.00","3251.73"
"25/11/2021 14:00:00 - 25/11/2021 15:00:00","BZN|DK1","3186.00","3210.77"
"25/11/2021 15:00:00 - 25/11/2021 16:00:00","BZN|DK1","3164.00","3182.42"
"25/11/2021 16:00:00 - 25/11/2021 17:00:00","BZN|DK1","3277.00","3299.81"
"25/11/2021 17:00:00 - 25/11/2021 18:00:00","BZN|DK1","3409.00","3312.59"
"25/11/2021 18:00:00 - 25/11/2021 19:00:00","BZN|DK1","3175.00","3196.17"
"25/11/2021 19:00:00 - 25/11/2021 20:00:00","BZN|DK1","3022.00","3056.75"
"25/11/2021 20:00:00 - 25/11/2021 21:00:00","BZN|DK1","2887.00","2907.21"
"25/11/2021 21:00:00 - 25/11/2021 22:00:00","BZN|DK1","2736.00","2747.02"
"25/11/2021 22:00:00 - 25/11/2021 23:00:00","BZN|DK1","2602.00","2591.91"
"25/11/2021 23:00:00 - 26/11/2021 00:00:00","BZN|DK1","2488.00","2430.33"
"26/11/2021 00:00:00 - 26/11/2021 01:00:00","BZN|DK1","2334.00","2289.20"
"26/11/2021 01:00:00 - 26/11/2021 02:00:00","BZN|DK1","2211.00","2210.17"
"26/11/2021 02:00:00 - 26/11/2021 03:00:00","BZN|DK1","2180.00","2199.92"
"26/11/2021 03:00:00 - 26/11/2021 04:00:00","BZN|DK1","2242.00","2190.02"
"26/11/2021 04:00:00 - 26/11/2021 05:00:00","BZN|DK1","2282.00","2226.37"
"26/11/2021 05:00:00 - 26/11/2021 06:00:00","BZN|DK1","2391.00","2340.22"
"26/11/2021 06:00:00 - 26/11/2021 07:00:00","BZN|DK1","2719.00","2726.67"
"26/11/2021 07:00:00 - 26/11/2021 08:00:00","BZN|DK1","3104.00","3055.32"
"26/11/2021 08:00:00 - 26/11/2021 09:00:00","BZN|DK1","3237.00","3222.17"
"26/11/2021 09:00:00 - 26/11/2021 10:00:00","BZN|DK1","3231.00","3256.01"
"26/11/2021 10:00:00 - 26/11/2021 11:00:00","BZN|DK1","3275.00","3283.97"
"26/11/2021 11:00:00 - 26/11/2021 12:00:00","BZN|DK1","3247.00","3282.81"
"26/11/2021 12:00:00 - 26/11/2021 13:00:00","BZN|DK1","3148.00","3207.48"
"26/11/2021 13:00:00 - 26/11/2021 14:00:00","BZN|DK1","3128.00","3143.08"
"26/11/2021 14:00:00 - 26/11/2021 15:00:00","BZN|DK1","3087.00","3192.96"
"26/11/2021 15:00:00 - 26/11/2021 16:00:00","BZN|DK1","3056.00","3050.47"
"26/11/2021 16:00:00 - 26/11/2021 17:00:00","BZN|DK1","3200.00","3239.93"
"26/11/2021 17:00:00 - 26/11/2021 18:00:00","BZN|DK1","3376.00","3417.75"
"26/11/2021 18:00:00 - 26/11/2021 19:00:00","BZN|DK1","3251.00","3261.66"
"26/11/2021 19:00:00 - 26/11/2021 20:00:00","BZN|DK1","3015.00","2976.70"
"26/11/2021 20:00:00 - 26/11/2021 21:00:00","BZN|DK1","2785.00","2740.54"
"26/11/2021 21:00:00 - 26/11/2021 22:00:00","BZN|DK1","2608.00","2592.55"
"26/11/2021 22:00:00 - 26/11/2021 23:00:00","BZN|DK1","2438.00","2486.40"
"26/11/2021 23:00:00 - 27/11/2021 00:00:00","BZN|DK1","2290.00","2373.45"
"27/11/2021 00:00:00 - 27/11/2021 01:00:00","BZN|DK1","2232.00","2237.34"
"27/11/2021 01:00:00 - 27/11/2021 02:00:00","BZN|DK1","2147.00","2151.89"
"27/11/2021 02:00:00 - 27/11/2021 03:00:00","BZN|DK1","2095.00","2099.21"
"27/11/2021 03:00:00 - 27/11/2021 04:00:00","BZN|DK1","2063.00","2065.13"
"27/11/2021 04:00:00 - 27/11/2021 05:00:00","BZN|DK1","2087.00","2190.41"
"27/11/2021 05:00:00 - 27/11/2021 06:00:00","BZN|DK1","2257.00","2348.12"
"27/11/2021 06:00:00 - 27/11/2021 07:00:00","BZN|DK1","2434.00","2397.74"
"27/11/2021 07:00:00 - 27/11/2021 08:00:00","BZN|DK1","2576.00","2555.70"
"27/11/2021 08:00:00 - 27/11/2021 09:00:00","BZN|DK1","2737.00","2766.35"
"27/11/2021 09:00:00 - 27/11/2021 10:00:00","BZN|DK1","2861.00","2858.61"
"27/11/2021 10:00:00 - 27/11/2021 11:00:00","BZN|DK1","2858.00","2811.14"
"27/11/2021 11:00:00 - 27/11/2021 12:00:00","BZN|DK1","2791.00","2794.62"
"27/11/2021 12:00:00 - 27/11/2021 13:00:00","BZN|DK1","2732.00","2715.01"
"27/11/2021 13:00:00 - 27/11/2021 14:00:00","BZN|DK1","2645.00","2651.95"
"27/11/2021 14:00:00 - 27/11/2021 15:00:00","BZN|DK1","2627.00","2629.34"
"27/11/2021 15:00:00 - 27/11/2021 16:00:00","BZN|DK1","2668.00","2693.71"
"27/11/2021 16:00:00 - 27/11/2021 17:00:00","BZN|DK1","2841.00","2840.52"
"27/11/2021 17:00:00 - 27/11/2021 18:00:00","BZN|DK1","3014.00","2983.87"
"27/11/2021 18:00:00 - 27/11/2021 19:00:00","BZN|DK1","2892.00","2913.59"
"27/11/2021 19:00:00 - 27/11/2021 20:00:00","BZN|DK1","2720.00","2697.52"
"27/11/2021 20:00:00 - 27/11/2021 21:00:00","BZN|DK1","2554.00","2551.41"
"27/11/2021 21:00:00 - 27/11/2021 22:00:00","BZN|DK1","2433.00","2446.21"
"27/11/2021 22:00:00 - 27/11/2021 23:00:00","BZN|DK1","2322.00","2341.79"
"27/11/2021 23:00:00 - 28/11/2021 00:00:00","BZN|DK1","2200.00","2237.26"
"28/11/2021 00:00:00 - 28/11/2021 01:00:00","BZN|DK1","2120.00","2146.74"
"28/11/2021 01:00:00 - 28/11/2021 02:00:00","BZN|DK1","2058.00","2089.22"
"28/11/2021 02:00:00 - 28/11/2021 03:00:00","BZN|DK1","2039.00","2047.68"
"28/11/2021 03:00:00 - 28/11/2021 04:00:00","BZN|DK1","2028.00","2035.73"
"28/11/2021 04:00:00 - 28/11/2021 05:00:00","BZN|DK1","2048.00","2048.84"
"28/11/2021 05:00:00 - 28/11/2021 06:00:00","BZN|DK1","2094.00","2096.73"
"28/11/2021 06:00:00 - 28/11/2021 07:00:00","BZN|DK1","2204.00","2212.17"
"28/11/2021 07:00:00 - 28/11/2021 08:00:00","BZN|DK1","2367.00","2335.05"
"28/11/2021 08:00:00 - 28/11/2021 09:00:00","BZN|DK1","2511.00","2512.71"
"28/11/2021 09:00:00 - 28/11/2021 10:00:00","BZN|DK1","2626.00","2624.23"
"28/11/2021 10:00:00 - 28/11/2021 11:00:00","BZN|DK1","2696.00","2704.06"
"28/11/2021 11:00:00 - 28/11/2021 12:00:00","BZN|DK1","2720.00","2720.75"
"28/11/2021 12:00:00 - 28/11/2021 13:00:00","BZN|DK1","2714.00","2725.00"
"28/11/2021 13:00:00 - 28/11/2021 14:00:00","BZN|DK1","2709.00","2695.76"
"28/11/2021 14:00:00 - 28/11/2021 15:00:00","BZN|DK1","2705.00","2689.56"
"28/11/2021 15:00:00 - 28/11/2021 16:00:00","BZN|DK1","2713.00","2703.02"
"28/11/2021 16:00:00 - 28/11/2021 17:00:00","BZN|DK1","2819.00","2789.44"
"28/11/2021 17:00:00 - 28/11/2021 18:00:00","BZN|DK1","2979.00","2968.50"
"28/11/2021 18:00:00 - 28/11/2021 19:00:00","BZN|DK1","2890.00","2911.82"
"28/11/2021 19:00:00 - 28/11/2021 20:00:00","BZN|DK1","2747.00","2766.57"
"28/11/2021 20:00:00 - 28/11/2021 21:00:00","BZN|DK1","2620.00","2612.63"
"28/11/2021 21:00:00 - 28/11/2021 22:00:00","BZN|DK1","2477.00","2513.90"
"28/11/2021 22:00:00 - 28/11/2021 23:00:00","BZN|DK1","2361.00","2399.52"
"28/11/2021 23:00:00 - 29/11/2021 00:00:00","BZN|DK1","2287.00","2296.59"
"29/11/2021 00:00:00 - 29/11/2021 01:00:00","BZN|DK1","2223.00","2219.99"
"29/11/2021 01:00:00 - 29/11/2021 02:00:00","BZN|DK1","2180.00","2202.71"
"29/11/2021 02:00:00 - 29/11/2021 03:00:00","BZN|DK1","2194.00","2170.65"
"29/11/2021 03:00:00 - 29/11/2021 04:00:00","BZN|DK1","2201.00","2145.33"
"29/11/2021 04:00:00 - 29/11/2021 05:00:00","BZN|DK1","2242.00","2215.17"
"29/11/2021 05:00:00 - 29/11/2021 06:00:00","BZN|DK1","2386.00","2413.05"
"29/11/2021 06:00:00 - 29/11/2021 07:00:00","BZN|DK1","2822.00","2823.07"
"29/11/2021 07:00:00 - 29/11/2021 08:00:00","BZN|DK1","3233.00","3242.07"
"29/11/2021 08:00:00 - 29/11/2021 09:00:00","BZN|DK1","3363.00","3361.96"
"29/11/2021 09:00:00 - 29/11/2021 10:00:00","BZN|DK1","3347.00","3342.80"
"29/11/2021 10:00:00 - 29/11/2021 11:00:00","BZN|DK1","3351.00","3291.73"
"29/11/2021 11:00:00 - 29/11/2021 12:00:00","BZN|DK1","3277.00","3277.08"
"29/11/2021 12:00:00 - 29/11/2021 13:00:00","BZN|DK1","3191.00","3148.06"
"29/11/2021 13:00:00 - 29/11/2021 14:00:00","BZN|DK1","3199.00","3152.26"
"29/11/2021 14:00:00 - 29/11/2021 15:00:00","BZN|DK1","3136.00","3153.56"
"29/11/2021 15:00:00 - 29/11/2021 16:00:00","BZN|DK1","3094.00","3115.30"
"29/11/2021 16:00:00 - 29/11/2021 17:00:00","BZN|DK1","3245.00","3253.67"
"29/11/2021 17:00:00 - 29/11/2021 18:00:00","BZN|DK1","3446.00","3461.93"
"29/11/2021 18:00:00 - 29/11/2021 19:00:00","BZN|DK1","3302.00","3300.41"
"29/11/2021 19:00:00 - 29/11/2021 20:00:00","BZN|DK1","3088.00","3096.20"
"29/11/2021 20:00:00 - 29/11/2021 21:00:00","BZN|DK1","2926.00","2934.48"
"29/11/2021 21:00:00 - 29/11/2021 22:00:00","BZN|DK1","2794.00","2851.34"
"29/11/2021 22:00:00 - 29/11/2021 23:00:00","BZN|DK1","2644.00","2777.70"
"29/11/2021 23:00:00 - 30/11/2021 00:00:00","BZN|DK1","2482.00","2826.08"
"30/11/2021 00:00:00 - 30/11/2021 01:00:00","BZN|DK1","2620.00","2640.43"
"30/11/2021 01:00:00 - 30/11/2021 02:00:00","BZN|DK1","2527.00","2563.90"
"30/11/2021 02:00:00 - 30/11/2021 03:00:00","BZN|DK1","2483.00","2499.14"
"30/11/2021 03:00:00 - 30/11/2021 04:00:00","BZN|DK1","2457.00","2476.23"
"30/11/2021 04:00:00 - 30/11/2021 05:00:00","BZN|DK1","2550.00","2609.68"
"30/11/2021 05:00:00 - 30/11/2021 06:00:00","BZN|DK1","2740.00","2851.67"
"30/11/2021 06:00:00 - 30/11/2021 07:00:00","BZN|DK1","3114.00","3234.27"
"30/11/2021 07:00:00 - 30/11/2021 08:00:00","BZN|DK1","3504.00","3505.58"
"30/11/2021 08:00:00 - 30/11/2021 09:00:00","BZN|DK1","3507.00","3500.82"
"30/11/2021 09:00:00 - 30/11/2021 10:00:00","BZN|DK1","3516.00","3607.58"
"30/11/2021 10:00:00 - 30/11/2021 11:00:00","BZN|DK1","3665.00","3712.90"
"30/11/2021 11:00:00 - 30/11/2021 12:00:00","BZN|DK1","3663.00","3663.42"
"30/11/2021 12:00:00 - 30/11/2021 13:00:00","BZN|DK1","3561.00","3568.52"
"30/11/2021 13:00:00 - 30/11/2021 14:00:00","BZN|DK1","3547.00","3553.48"
"30/11/2021 14:00:00 - 30/11/2021 15:00:00","BZN|DK1","3500.00","3497.66"
"30/11/2021 15:00:00 - 30/11/2021 16:00:00","BZN|DK1","3411.00","3387.87"
"30/11/2021 16:00:00 - 30/11/2021 17:00:00","BZN|DK1","3422.00","3398.04"
"30/11/2021 17:00:00 - 30/11/2021 18:00:00","BZN|DK1","3525.00","3588.59"
"30/11/2021 18:00:00 - 30/11/2021 19:00:00","BZN|DK1","3420.00","3476.87"
"30/11/2021 19:00:00 - 30/11/2021 20:00:00","BZN|DK1","3336.00","3250.46"
"30/11/2021 20:00:00 - 30/11/2021 21:00:00","BZN|DK1","3088.00","2959.87"
"30/11/2021 21:00:00 - 30/11/2021 22:00:00","BZN|DK1","2924.00","2796.30"
"30/11/2021 22:00:00 - 30/11/2021 23:00:00","BZN|DK1","2802.00","2709.41"
"30/11/2021 23:00:00 - 01/12/2021 00:00:00","BZN|DK1","2689.00","2556.93"
"01/12/2021 00:00:00 - 01/12/2021 01:00:00","BZN|DK1","2565.00","2495.80"
"01/12/2021 01:00:00 - 01/12/2021 02:00:00","BZN|DK1","2494.00","2395.81"
"01/12/2021 02:00:00 - 01/12/2021 03:00:00","BZN|DK1","2428.00","2549.71"
"01/12/2021 03:00:00 - 01/12/2021 04:00:00","BZN|DK1","2386.00","2594.02"
"01/12/2021 04:00:00 - 01/12/2021 05:00:00","BZN|DK1","2447.00","2593.45"
"01/12/2021 05:00:00 - 01/12/2021 06:00:00","BZN|DK1","2599.00","2839.70"
"01/12/2021 06:00:00 - 01/12/2021 07:00:00","BZN|DK1","3084.00","3096.24"
"01/12/2021 07:00:00 - 01/12/2021 08:00:00","BZN|DK1","3412.00","3458.74"
"01/12/2021 08:00:00 - 01/12/2021 09:00:00","BZN|DK1","3521.00","3473.41"
"01/12/2021 09:00:00 - 01/12/2021 10:00:00","BZN|DK1","3491.00","3545.53"
"01/12/2021 10:00:00 - 01/12/2021 11:00:00","BZN|DK1","3585.00","3587.55"
"01/12/2021 11:00:00 - 01/12/2021 12:00:00","BZN|DK1","3539.00","3598.40"
"01/12/2021 12:00:00 - 01/12/2021 13:00:00","BZN|DK1","3477.00","3485.02"
"01/12/2021 13:00:00 - 01/12/2021 14:00:00","BZN|DK1","3524.00","3585.83"
"01/12/2021 14:00:00 - 01/12/2021 15:00:00","BZN|DK1","3459.00","3416.43"
"01/12/2021 15:00:00 - 01/12/2021 16:00:00","BZN|DK1","3423.00","3502.63"
"01/12/2021 16:00:00 - 01/12/2021 17:00:00","BZN|DK1","3569.00","3583.34"
"01/12/2021 17:00:00 - 01/12/2021 18:00:00","BZN|DK1","3688.00","3751.78"
"01/12/2021 18:00:00 - 01/12/2021 19:00:00","BZN|DK1","3502.00","3470.12"
"01/12/2021 19:00:00 - 01/12/2021 20:00:00","BZN|DK1","3367.00","3347.97"
"01/12/2021 20:00:00 - 01/12/2021 21:00:00","BZN|DK1","3298.00","3278.66"
"01/12/2021 21:00:00 - 01/12/2021 22:00:00","BZN|DK1","3121.00","3076.41"
"01/12/2021 22:00:00 - 01/12/2021 23:00:00","BZN|DK1","2918.00","2905.05"
"01/12/2021 23:00:00 - 02/12/2021 00:00:00","BZN|DK1","2775.00","2707.91"
"02/12/2021 00:00:00 - 02/12/2021 01:00:00","BZN|DK1","2598.00","2594.83"
"02/12/2021 01:00:00 - 02/12/2021 02:00:00","BZN|DK1","2512.00","2491.85"
"02/12/2021 02:00:00 - 02/12/2021 03:00:00","BZN|DK1","2488.00","2482.22"
"02/12/2021 03:00:00 - 02/12/2021 04:00:00","BZN|DK1","2482.00","2454.18"
"02/12/2021 04:00:00 - 02/12/2021 05:00:00","BZN|DK1","2519.00","2500.54"
"02/12/2021 05:00:00 - 02/12/2021 06:00:00","BZN|DK1","2667.00","2657.77"
"02/12/2021 06:00:00 - 02/12/2021 07:00:00","BZN|DK1","2943.00","2999.56"
"02/12/2021 07:00:00 - 02/12/2021 08:00:00","BZN|DK1","3313.00","3378.91"
"02/12/2021 08:00:00 - 02/12/2021 09:00:00","BZN|DK1","3455.00","3429.66"
"02/12/2021 09:00:00 - 02/12/2021 10:00:00","BZN|DK1","3406.00","3418.34"
"02/12/2021 10:00:00 - 02/12/2021 11:00:00","BZN|DK1","3481.00","3468.04"
"02/12/2021 11:00:00 - 02/12/2021 12:00:00","BZN|DK1","3403.00","3425.82"
"02/12/2021 12:00:00 - 02/12/2021 13:00:00","BZN|DK1","3372.00","3475.68"
"02/12/2021 13:00:00 - 02/12/2021 14:00:00","BZN|DK1","3492.00","3308.61"
"02/12/2021 14:00:00 - 02/12/2021 15:00:00","BZN|DK1","3244.00","3192.53"
"02/12/2021 15:00:00 - 02/12/2021 16:00:00","BZN|DK1","3156.00","3174.93"
"02/12/2021 16:00:00 - 02/12/2021 17:00:00","BZN|DK1","3312.00","3340.84"
"02/12/2021 17:00:00 - 02/12/2021 18:00:00","BZN|DK1","3507.00","3549.22"
"02/12/2021 18:00:00 - 02/12/2021 19:00:00","BZN|DK1","3419.00","3440.73"
"02/12/2021 19:00:00 - 02/12/2021 20:00:00","BZN|DK1","3327.00","3311.44"
"02/12/2021 20:00:00 - 02/12/2021 21:00:00","BZN|DK1","3163.00","3113.05"
"02/12/2021 21:00:00 - 02/12/2021 22:00:00","BZN|DK1","3024.00","2951.51"
"02/12/2021 22:00:00 - 02/12/2021 23:00:00","BZN|DK1","2783.00","2783.16"
"02/12/2021 23:00:00 - 03/12/2021 00:00:00","BZN|DK1","2641.00","2640.39"
"03/12/2021 00:00:00 - 03/12/2021 01:00:00","BZN|DK1","2558.00","2577.02"
"03/12/2021 01:00:00 - 03/12/2021 02:00:00","BZN|DK1","2506.00","2509.47"
"03/12/2021 02:00:00 - 03/12/2021 03:00:00","BZN|DK1","2423.00","2428.40"
"03/12/2021 03:00:00 - 03/12/2021 04:00:00","BZN|DK1","2418.00","2383.17"
"03/12/2021 04:00:00 - 03/12/2021 05:00:00","BZN|DK1","2458.00","2449.77"
"03/12/2021 05:00:00 - 03/12/2021 06:00:00","BZN|DK1","2610.00","2683.83"
"03/12/2021 06:00:00 - 03/12/2021 07:00:00","BZN|DK1","3018.00","3075.62"
"03/12/2021 07:00:00 - 03/12/2021 08:00:00","BZN|DK1","3446.00","3479.61"
"03/12/2021 08:00:00 - 03/12/2021 09:00:00","BZN|DK1","3548.00","3603.98"
"03/12/2021 09:00:00 - 03/12/2021 10:00:00","BZN|DK1","3526.00","3535.94"
"03/12/2021 10:00:00 - 03/12/2021 11:00:00","BZN|DK1","3505.00","3502.51"
"03/12/2021 11:00:00 - 03/12/2021 12:00:00","BZN|DK1","3445.00","3479.59"
"03/12/2021 12:00:00 - 03/12/2021 13:00:00","BZN|DK1","3349.00","3387.49"
"03/12/2021 13:00:00 - 03/12/2021 14:00:00","BZN|DK1","3289.00","3329.82"
"03/12/2021 14:00:00 - 03/12/2021 15:00:00","BZN|DK1","3184.00","3240.52"
"03/12/2021 15:00:00 - 03/12/2021 16:00:00","BZN|DK1","3235.00","3268.68"
"03/12/2021 16:00:00 - 03/12/2021 17:00:00","BZN|DK1","3393.00","3453.19"
"03/12/2021 17:00:00 - 03/12/2021 18:00:00","BZN|DK1","3548.00","3572.22"
"03/12/2021 18:00:00 - 03/12/2021 19:00:00","BZN|DK1","3396.00","3437.34"
"03/12/2021 19:00:00 - 03/12/2021 20:00:00","BZN|DK1","3194.00","3235.59"
"03/12/2021 20:00:00 - 03/12/2021 21:00:00","BZN|DK1","3064.00","3071.13"
"03/12/2021 21:00:00 - 03/12/2021 22:00:00","BZN|DK1","2909.00","2884.84"
"03/12/2021 22:00:00 - 03/12/2021 23:00:00","BZN|DK1","2737.00","2728.85"
"03/12/2021 23:00:00 - 04/12/2021 00:00:00","BZN|DK1","2600.00","2594.61"
"04/12/2021 00:00:00 - 04/12/2021 01:00:00","BZN|DK1","2448.00","2377.60"
"04/12/2021 01:00:00 - 04/12/2021 02:00:00","BZN|DK1","2254.00","2267.93"
"04/12/2021 02:00:00 - 04/12/2021 03:00:00","BZN|DK1","2216.00","2266.09"
"04/12/2021 03:00:00 - 04/12/2021 04:00:00","BZN|DK1","2215.00","2201.36"
"04/12/2021 04:00:00 - 04/12/2021 05:00:00","BZN|DK1","2229.00","2212.14"
"04/12/2021 05:00:00 - 04/12/2021 06:00:00","BZN|DK1","2277.00","2260.12"
"04/12/2021 06:00:00 - 04/12/2021 07:00:00","BZN|DK1","2418.00","2397.75"
"04/12/2021 07:00:00 - 04/12/2021 08:00:00","BZN|DK1","2590.00","2538.28"
"04/12/2021 08:00:00 - 04/12/2021 09:00:00","BZN|DK1","2716.00","2701.27"
"04/12/2021 09:00:00 - 04/12/2021 10:00:00","BZN|DK1","2783.00","2765.40"
"04/12/2021 10:00:00 - 04/12/2021 11:00:00","BZN|DK1","2814.00","2811.08"
"04/12/2021 11:00:00 - 04/12/2021 12:00:00","BZN|DK1","2812.00","2831.54"
"04/12/2021 12:00:00 - 04/12/2021 13:00:00","BZN|DK1","2814.00","2830.91"
"04/12/2021 13:00:00 - 04/12/2021 14:00:00","BZN|DK1","2804.00","2872.38"
"04/12/2021 14:00:00 - 04/12/2021 15:00:00","BZN|DK1","2845.00","2853.58"
"04/12/2021 15:00:00 - 04/12/2021 16:00:00","BZN|DK1","2889.00","2894.76"
"04/12/2021 16:00:00 - 04/12/2021 17:00:00","BZN|DK1","3061.00","2981.12"
"04/12/2021 17:00:00 - 04/12/2021 18:00:00","BZN|DK1","3137.00","3103.69"
"04/12/2021 18:00:00 - 04/12/2021 19:00:00","BZN|DK1","2982.00","2987.80"
"04/12/2021 19:00:00 - 04/12/2021 20:00:00","BZN|DK1","2779.00","2816.55"
"04/12/2021 20:00:00 - 04/12/2021 21:00:00","BZN|DK1","2676.00","2683.93"
"04/12/2021 21:00:00 - 04/12/2021 22:00:00","BZN|DK1","2553.00","2554.56"
"04/12/2021 22:00:00 - 04/12/2021 23:00:00","BZN|DK1","2356.00","2424.41"
"04/12/2021 23:00:00 - 05/12/2021 00:00:00","BZN|DK1","2207.00","2364.94"
"05/12/2021 00:00:00 - 05/12/2021 01:00:00","BZN|DK1","2294.00","2356.41"
"05/12/2021 01:00:00 - 05/12/2021 02:00:00","BZN|DK1","2256.00","2291.00"
"05/12/2021 02:00:00 - 05/12/2021 03:00:00","BZN|DK1","2235.00","2245.94"
"05/12/2021 03:00:00 - 05/12/2021 04:00:00","BZN|DK1","2224.00","2241.45"
"05/12/2021 04:00:00 - 05/12/2021 05:00:00","BZN|DK1","2226.00","2196.58"
"05/12/2021 05:00:00 - 05/12/2021 06:00:00","BZN|DK1","2263.00","2273.33"
"05/12/2021 06:00:00 - 05/12/2021 07:00:00","BZN|DK1","2390.00","2402.56"
"05/12/2021 07:00:00 - 05/12/2021 08:00:00","BZN|DK1","2547.00","2544.48"
"05/12/2021 08:00:00 - 05/12/2021 09:00:00","BZN|DK1","2711.00","2749.46"
"05/12/2021 09:00:00 - 05/12/2021 10:00:00","BZN|DK1","2850.00","2864.93"
"05/12/2021 10:00:00 - 05/12/2021 11:00:00","BZN|DK1","2931.00","2924.73"
"05/12/2021 11:00:00 - 05/12/2021 12:00:00","BZN|DK1","2931.00","2935.43"
"05/12/2021 12:00:00 - 05/12/2021 13:00:00","BZN|DK1","2918.00","2925.78"
"05/12/2021 13:00:00 - 05/12/2021 14:00:00","BZN|DK1","2915.00","2879.47"
"05/12/2021 14:00:00 - 05/12/2021 15:00:00","BZN|DK1","2871.00","2848.68"
"05/12/2021 15:00:00 - 05/12/2021 16:00:00","BZN|DK1","2866.00","2865.61"
"05/12/2021 16:00:00 - 05/12/2021 17:00:00","BZN|DK1","3019.00","3048.45"
"05/12/2021 17:00:00 - 05/12/2021 18:00:00","BZN|DK1","3214.00","3260.41"
