"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|DK1","Without sequence","60.64",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|DK1","Without sequence","54.96",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|DK1","Without sequence","56.5",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|DK1","Without sequence","55.34",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|DK1","Without sequence","50.1",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|DK1","Without sequence","48.05",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|DK1","Without sequence","48.04",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|DK1","Without sequence","52.01",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|DK1","Without sequence","61.06",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|DK1","Without sequence","64.12",""
"12/01/2021 18:00:00 - 12/01/2021 19:00:00","BZN|DK1","Without sequence","60.4",""
"12/01/2021 19:00:00 - 12/01/2021 20:00:00","BZN|DK1","Without sequence","50.45",""
"12/01/2021 20:00:00 - 12/01/2021 21:00:00","BZN|DK1","Without sequence","41.79",""
"12/01/2021 21:00:00 - 12/01/2021 22:00:00","BZN|DK1","Without sequence","40.71",""
"12/01/2021 22:00:00 - 12/01/2021 23:00:00","BZN|DK1","Without sequence","37.75",""
"12/01/2021 23:00:00 - 13/01/2021 00:00:00","BZN|DK1","Without sequence","34.62",""
"13/01/2021 00:00:00 - 13/01/2021 01:00:00","BZN|DK1","Without sequence","33.03",""
"13/01/2021 01:00:00 - 13/01/2021 02:00:00","BZN|DK1","Without sequence","32.43",""
"13/01/2021 02:00:00 - 13/01/2021 03:00:00","BZN|DK1","Without sequence","31.58",""
"13/01/2021 03:00:00 - 13/01/2021 04:00:00","BZN|DK1","Without sequence","30.84",""
"13/01/2021 04:00:00 - 13/01/2021 05:00:00","BZN|DK1","Without sequence","31.68",""
"13/01/2021 05:00:00 - 13/01/2021 06:00:00","BZN|DK1","Without sequence","36.81",""
"13/01/2021 06:00:00 - 13/01/2021 07:00:00","BZN|DK1","Without sequence","41.87",""
"13/01/2021 07:00:00 - 13/01/2021 08:00:00","BZN|DK1","Without sequence","46.21",""
"13/01/2021 08:00:00 - 13/01/2021 09:00:00","BZN|DK1","Without sequence","56.14",""
"13/01/2021 09:00:00 - 13/01/2021 10:00:00","BZN|DK1","Without sequence","47.71",""
"13/01/2021 10:00:00 - 13/01/2021 11:00:00","BZN|DK1","Without sequence","46.23",""
"13/01/2021 11:00:00 - 13/01/2021 12:00:00","BZN|DK1","Without sequence","43.82",""
"13/01/2021 12:00:00 - 13/01/2021 13:00:00","BZN|DK1","Without sequence","41.22",""
"13/01/2021 13:00:00 - 13/01/2021 14:00:00","BZN|DK1","Without sequence","40.04",""
"13/01/2021 14:00:00 - 13/01/2021 15:00:00","BZN|DK1","Without sequence","39.47",""
"13/01/2021 15:00:00 - 13/01/2021 16:00:00","BZN|DK1","Without sequence","41.17",""
"13/01/2021 16:00:00 - 13/01/2021 17:00:00","BZN|DK1","Without sequence","45.91",""
"13/01/2021 17:00:00 - 13/01/2021 18:00:00","BZN|DK1","Without sequence","55.49",""
"13/01/2021 18:00:00 - 13/01/2021 19:00:00","BZN|DK1","Without sequence","54.51",""
"13/01/2021 19:00:00 - 13/01/2021 20:00:00","BZN|DK1","Without sequence","48.1",""
"13/01/2021 20:00:00 - 13/01/2021 21:00:00","BZN|DK1","Without sequence","47.14",""
"13/01/2021 21:00:00 - 13/01/2021 22:00:00","BZN|DK1","Without sequence","40.88",""
"13/01/2021 22:00:00 - 13/01/2021 23:00:00","BZN|DK1","Without sequence","40.02",""
"13/01/2021 23:00:00 - 14/01/2021 00:00:00","BZN|DK1","Without sequence","38.03",""
"14/01/2021 00:00:00 - 14/01/2021 01:00:00","BZN|DK1","Without sequence","37.3",""
"14/01/2021 01:00:00 - 14/01/2021 02:00:00","BZN|DK1","Without sequence","36.91",""
"14/01/2021 02:00:00 - 14/01/2021 03:00:00","BZN|DK1","Without sequence","36.98",""
"14/01/2021 03:00:00 - 14/01/2021 04:00:00","BZN|DK1","Without sequence","39.44",""
"14/01/2021 04:00:00 - 14/01/2021 05:00:00","BZN|DK1","Without sequence","42.16",""
"14/01/2021 05:00:00 - 14/01/2021 06:00:00","BZN|DK1","Without sequence","45.34",""
"14/01/2021 06:00:00 - 14/01/2021 07:00:00","BZN|DK1","Without sequence","58.6",""
"14/01/2021 07:00:00 - 14/01/2021 08:00:00","BZN|DK1","Without sequence","79.9",""
"14/01/2021 08:00:00 - 14/01/2021 09:00:00","BZN|DK1","Without sequence","88.82",""
"14/01/2021 09:00:00 - 14/01/2021 10:00:00","BZN|DK1","Without sequence","89.27",""
"14/01/2021 10:00:00 - 14/01/2021 11:00:00","BZN|DK1","Without sequence","89.63",""
"14/01/2021 11:00:00 - 14/01/2021 12:00:00","BZN|DK1","Without sequence","91.05",""
"14/01/2021 12:00:00 - 14/01/2021 13:00:00","BZN|DK1","Without sequence","88.75",""
"14/01/2021 13:00:00 - 14/01/2021 14:00:00","BZN|DK1","Without sequence","87.1",""
"14/01/2021 14:00:00 - 14/01/2021 15:00:00","BZN|DK1","Without sequence","83.98",""
"14/01/2021 15:00:00 - 14/01/2021 16:00:00","BZN|DK1","Without sequence","79.96",""
"14/01/2021 16:00:00 - 14/01/2021 17:00:00","BZN|DK1","Without sequence","83.42",""
"14/01/2021 17:00:00 - 14/01/2021 18:00:00","BZN|DK1","Without sequence","100.67",""
"14/01/2021 18:00:00 - 14/01/2021 19:00:00","BZN|DK1","Without sequence","90.16",""
"14/01/2021 19:00:00 - 14/01/2021 20:00:00","BZN|DK1","Without sequence","87.7",""
"14/01/2021 20:00:00 - 14/01/2021 21:00:00","BZN|DK1","Without sequence","74.58",""
"14/01/2021 21:00:00 - 14/01/2021 22:00:00","BZN|DK1","Without sequence","62.74",""
"14/01/2021 22:00:00 - 14/01/2021 23:00:00","BZN|DK1","Without sequence","59.82",""
"14/01/2021 23:00:00 - 15/01/2021 00:00:00","BZN|DK1","Without sequence","55.6",""
"15/01/2021 00:00:00 - 15/01/2021 01:00:00","BZN|DK1","Without sequence","48.98",""
"15/01/2021 01:00:00 - 15/01/2021 02:00:00","BZN|DK1","Without sequence","48.66",""
"15/01/2021 02:00:00 - 15/01/2021 03:00:00","BZN|DK1","Without sequence","47.7",""
"15/01/2021 03:00:00 - 15/01/2021 04:00:00","BZN|DK1","Without sequence","46.6",""
"15/01/2021 04:00:00 - 15/01/2021 05:00:00","BZN|DK1","Without sequence","48.0",""
"15/01/2021 05:00:00 - 15/01/2021 06:00:00","BZN|DK1","Without sequence","51.52",""
"15/01/2021 06:00:00 - 15/01/2021 07:00:00","BZN|DK1","Without sequence","62.97",""
"15/01/2021 07:00:00 - 15/01/2021 08:00:00","BZN|DK1","Without sequence","77.94",""
"15/01/2021 08:00:00 - 15/01/2021 09:00:00","BZN|DK1","Without sequence","94.07",""
"15/01/2021 09:00:00 - 15/01/2021 10:00:00","BZN|DK1","Without sequence","97.76",""
"15/01/2021 10:00:00 - 15/01/2021 11:00:00","BZN|DK1","Without sequence","90.69",""
"15/01/2021 11:00:00 - 15/01/2021 12:00:00","BZN|DK1","Without sequence","86.97",""
"15/01/2021 12:00:00 - 15/01/2021 13:00:00","BZN|DK1","Without sequence","79.25",""
"15/01/2021 13:00:00 - 15/01/2021 14:00:00","BZN|DK1","Without sequence","76.64",""
"15/01/2021 14:00:00 - 15/01/2021 15:00:00","BZN|DK1","Without sequence","77.14",""
"15/01/2021 15:00:00 - 15/01/2021 16:00:00","BZN|DK1","Without sequence","76.98",""
"15/01/2021 16:00:00 - 15/01/2021 17:00:00","BZN|DK1","Without sequence","82.0",""
"15/01/2021 17:00:00 - 15/01/2021 18:00:00","BZN|DK1","Without sequence","99.5",""
"15/01/2021 18:00:00 - 15/01/2021 19:00:00","BZN|DK1","Without sequence","98.02",""
"15/01/2021 19:00:00 - 15/01/2021 20:00:00","BZN|DK1","Without sequence","95.01",""
"15/01/2021 20:00:00 - 15/01/2021 21:00:00","BZN|DK1","Without sequence","77.2",""
"15/01/2021 21:00:00 - 15/01/2021 22:00:00","BZN|DK1","Without sequence","67.18",""
"15/01/2021 22:00:00 - 15/01/2021 23:00:00","BZN|DK1","Without sequence","63.19",""
"15/01/2021 23:00:00 - 16/01/2021 00:00:00","BZN|DK1","Without sequence","55.42",""
"16/01/2021 00:00:00 - 16/01/2021 01:00:00","BZN|DK1","Without sequence","53.09",""
"16/01/2021 01:00:00 - 16/01/2021 02:00:00","BZN|DK1","Without sequence","51.65",""
"16/01/2021 02:00:00 - 16/01/2021 03:00:00","BZN|DK1","Without sequence","49.88",""
"16/01/2021 03:00:00 - 16/01/2021 04:00:00","BZN|DK1","Without sequence","49.84",""
"16/01/2021 04:00:00 - 16/01/2021 05:00:00","BZN|DK1","Without sequence","49.51",""
"16/01/2021 05:00:00 - 16/01/2021 06:00:00","BZN|DK1","Without sequence","48.52",""
"16/01/2021 06:00:00 - 16/01/2021 07:00:00","BZN|DK1","Without sequence","48.74",""
"16/01/2021 07:00:00 - 16/01/2021 08:00:00","BZN|DK1","Without sequence","51.43",""
"16/01/2021 08:00:00 - 16/01/2021 09:00:00","BZN|DK1","Without sequence","60.0",""
"16/01/2021 09:00:00 - 16/01/2021 10:00:00","BZN|DK1","Without sequence","63.96",""
"16/01/2021 10:00:00 - 16/01/2021 11:00:00","BZN|DK1","Without sequence","61.79",""
"16/01/2021 11:00:00 - 16/01/2021 12:00:00","BZN|DK1","Without sequence","62.13",""
"16/01/2021 12:00:00 - 16/01/2021 13:00:00","BZN|DK1","Without sequence","55.01",""
"16/01/2021 13:00:00 - 16/01/2021 14:00:00","BZN|DK1","Without sequence","50.66",""
"16/01/2021 14:00:00 - 16/01/2021 15:00:00","BZN|DK1","Without sequence","49.48",""
"16/01/2021 15:00:00 - 16/01/2021 16:00:00","BZN|DK1","Without sequence","50.65",""
"16/01/2021 16:00:00 - 16/01/2021 17:00:00","BZN|DK1","Without sequence","57.7",""
"16/01/2021 17:00:00 - 16/01/2021 18:00:00","BZN|DK1","Without sequence","65.01",""
"16/01/2021 18:00:00 - 16/01/2021 19:00:00","BZN|DK1","Without sequence","66.4",""
"16/01/2021 19:00:00 - 16/01/2021 20:00:00","BZN|DK1","Without sequence","63.76",""
"16/01/2021 20:00:00 - 16/01/2021 21:00:00","BZN|DK1","Without sequence","57.47",""
"16/01/2021 21:00:00 - 16/01/2021 22:00:00","BZN|DK1","Without sequence","52.98",""
"16/01/2021 22:00:00 - 16/01/2021 23:00:00","BZN|DK1","Without sequence","53.2",""
"16/01/2021 23:00:00 - 17/01/2021 00:00:00","BZN|DK1","Without sequence","48.17",""
"17/01/2021 00:00:00 - 17/01/2021 01:00:00","BZN|DK1","Without sequence","46.49",""
"17/01/2021 01:00:00 - 17/01/2021 02:00:00","BZN|DK1","Without sequence","44.82",""
"17/01/2021 02:00:00 - 17/01/2021 03:00:00","BZN|DK1","Without sequence","44.99",""
"17/01/2021 03:00:00 - 17/01/2021 04:00:00","BZN|DK1","Without sequence","45.54",""
"17/01/2021 04:00:00 - 17/01/2021 05:00:00","BZN|DK1","Without sequence","45.8",""
"17/01/2021 05:00:00 - 17/01/2021 06:00:00","BZN|DK1","Without sequence","45.42",""
"17/01/2021 06:00:00 - 17/01/2021 07:00:00","BZN|DK1","Without sequence","45.7",""
"17/01/2021 07:00:00 - 17/01/2021 08:00:00","BZN|DK1","Without sequence","46.5",""
"17/01/2021 08:00:00 - 17/01/2021 09:00:00","BZN|DK1","Without sequence","47.4",""
"17/01/2021 09:00:00 - 17/01/2021 10:00:00","BZN|DK1","Without sequence","51.13",""
"17/01/2021 10:00:00 - 17/01/2021 11:00:00","BZN|DK1","Without sequence","54.75",""
"17/01/2021 11:00:00 - 17/01/2021 12:00:00","BZN|DK1","Without sequence","58.08",""
"17/01/2021 12:00:00 - 17/01/2021 13:00:00","BZN|DK1","Without sequence","54.58",""
"17/01/2021 13:00:00 - 17/01/2021 14:00:00","BZN|DK1","Without sequence","52.82",""
"17/01/2021 14:00:00 - 17/01/2021 15:00:00","BZN|DK1","Without sequence","49.95",""
"17/01/2021 15:00:00 - 17/01/2021 16:00:00","BZN|DK1","Without sequence","53.48",""
"17/01/2021 16:00:00 - 17/01/2021 17:00:00","BZN|DK1","Without sequence","60.6",""
"17/01/2021 17:00:00 - 17/01/2021 18:00:00","BZN|DK1","Without sequence","67.05",""
"17/01/2021 18:00:00 - 17/01/2021 19:00:00","BZN|DK1","Without sequence","72.0",""
"17/01/2021 19:00:00 - 17/01/2021 20:00:00","BZN|DK1","Without sequence","67.78",""
"17/01/2021 20:00:00 - 17/01/2021 21:00:00","BZN|DK1","Without sequence","62.45",""
"17/01/2021 21:00:00 - 17/01/2021 22:00:00","BZN|DK1","Without sequence","55.56",""
"17/01/2021 22:00:00 - 17/01/2021 23:00:00","BZN|DK1","Without sequence","52.13",""
"17/01/2021 23:00:00 - 18/01/2021 00:00:00","BZN|DK1","Without sequence","46.9",""
"18/01/2021 00:00:00 - 18/01/2021 01:00:00","BZN|DK1","Without sequence","43.85",""
"18/01/2021 01:00:00 - 18/01/2021 02:00:00","BZN|DK1","Without sequence","45.83",""
"18/01/2021 02:00:00 - 18/01/2021 03:00:00","BZN|DK1","Without sequence","45.59",""
"18/01/2021 03:00:00 - 18/01/2021 04:00:00","BZN|DK1","Without sequence","45.94",""
"18/01/2021 04:00:00 - 18/01/2021 05:00:00","BZN|DK1","Without sequence","44.83",""
"18/01/2021 05:00:00 - 18/01/2021 06:00:00","BZN|DK1","Without sequence","46.42",""
"18/01/2021 06:00:00 - 18/01/2021 07:00:00","BZN|DK1","Without sequence","55.19",""
"18/01/2021 07:00:00 - 18/01/2021 08:00:00","BZN|DK1","Without sequence","73.06",""
"18/01/2021 08:00:00 - 18/01/2021 09:00:00","BZN|DK1","Without sequence","78.92",""
"18/01/2021 09:00:00 - 18/01/2021 10:00:00","BZN|DK1","Without sequence","75.65",""
"18/01/2021 10:00:00 - 18/01/2021 11:00:00","BZN|DK1","Without sequence","71.67",""
"18/01/2021 11:00:00 - 18/01/2021 12:00:00","BZN|DK1","Without sequence","62.46",""
"18/01/2021 12:00:00 - 18/01/2021 13:00:00","BZN|DK1","Without sequence","58.2",""
"18/01/2021 13:00:00 - 18/01/2021 14:00:00","BZN|DK1","Without sequence","55.91",""
"18/01/2021 14:00:00 - 18/01/2021 15:00:00","BZN|DK1","Without sequence","57.57",""
"18/01/2021 15:00:00 - 18/01/2021 16:00:00","BZN|DK1","Without sequence","57.39",""
"18/01/2021 16:00:00 - 18/01/2021 17:00:00","BZN|DK1","Without sequence","54.54",""
"18/01/2021 17:00:00 - 18/01/2021 18:00:00","BZN|DK1","Without sequence","59.94",""
"18/01/2021 18:00:00 - 18/01/2021 19:00:00","BZN|DK1","Without sequence","55.08",""
"18/01/2021 19:00:00 - 18/01/2021 20:00:00","BZN|DK1","Without sequence","51.42",""
"18/01/2021 20:00:00 - 18/01/2021 21:00:00","BZN|DK1","Without sequence","46.97",""
"18/01/2021 21:00:00 - 18/01/2021 22:00:00","BZN|DK1","Without sequence","45.63",""
"18/01/2021 22:00:00 - 18/01/2021 23:00:00","BZN|DK1","Without sequence","42.95",""
"18/01/2021 23:00:00 - 19/01/2021 00:00:00","BZN|DK1","Without sequence","37.83",""
"19/01/2021 00:00:00 - 19/01/2021 01:00:00","BZN|DK1","Without sequence","36.68",""
"19/01/2021 01:00:00 - 19/01/2021 02:00:00","BZN|DK1","Without sequence","35.94",""
"19/01/2021 02:00:00 - 19/01/2021 03:00:00","BZN|DK1","Without sequence","34.74",""
"19/01/2021 03:00:00 - 19/01/2021 04:00:00","BZN|DK1","Without sequence","35.96",""
"19/01/2021 04:00:00 - 19/01/2021 05:00:00","BZN|DK1","Without sequence","36.7",""
"19/01/2021 05:00:00 - 19/01/2021 06:00:00","BZN|DK1","Without sequence","37.95",""
"19/01/2021 06:00:00 - 19/01/2021 07:00:00","BZN|DK1","Without sequence","41.59",""
"19/01/2021 07:00:00 - 19/01/2021 08:00:00","BZN|DK1","Without sequence","46.68",""
"19/01/2021 08:00:00 - 19/01/2021 09:00:00","BZN|DK1","Without sequence","55.15",""
"19/01/2021 09:00:00 - 19/01/2021 10:00:00","BZN|DK1","Without sequence","54.5",""
"19/01/2021 10:00:00 - 19/01/2021 11:00:00","BZN|DK1","Without sequence","52.73",""
"19/01/2021 11:00:00 - 19/01/2021 12:00:00","BZN|DK1","Without sequence","54.5",""
"19/01/2021 12:00:00 - 19/01/2021 13:00:00","BZN|DK1","Without sequence","52.21",""
"19/01/2021 13:00:00 - 19/01/2021 14:00:00","BZN|DK1","Without sequence","52.11",""
"19/01/2021 14:00:00 - 19/01/2021 15:00:00","BZN|DK1","Without sequence","52.37",""
"19/01/2021 15:00:00 - 19/01/2021 16:00:00","BZN|DK1","Without sequence","51.34",""
"19/01/2021 16:00:00 - 19/01/2021 17:00:00","BZN|DK1","Without sequence","51.89",""
"19/01/2021 17:00:00 - 19/01/2021 18:00:00","BZN|DK1","Without sequence","54.7",""
"19/01/2021 18:00:00 - 19/01/2021 19:00:00","BZN|DK1","Without sequence","52.75",""
"19/01/2021 19:00:00 - 19/01/2021 20:00:00","BZN|DK1","Without sequence","45.39",""
"19/01/2021 20:00:00 - 19/01/2021 21:00:00","BZN|DK1","Without sequence","41.41",""
"19/01/2021 21:00:00 - 19/01/2021 22:00:00","BZN|DK1","Without sequence","39.75",""
"19/01/2021 22:00:00 - 19/01/2021 23:00:00","BZN|DK1","Without sequence","36.66",""
"19/01/2021 23:00:00 - 20/01/2021 00:00:00","BZN|DK1","Without sequence","31.23",""
"20/01/2021 00:00:00 - 20/01/2021 01:00:00","BZN|DK1","Without sequence","30.33",""
"20/01/2021 01:00:00 - 20/01/2021 02:00:00","BZN|DK1","Without sequence","28.4",""
"20/01/2021 02:00:00 - 20/01/2021 03:00:00","BZN|DK1","Without sequence","26.62",""
"20/01/2021 03:00:00 - 20/01/2021 04:00:00","BZN|DK1","Without sequence","25.13",""
"20/01/2021 04:00:00 - 20/01/2021 05:00:00","BZN|DK1","Without sequence","28.76",""
"20/01/2021 05:00:00 - 20/01/2021 06:00:00","BZN|DK1","Without sequence","30.92",""
"20/01/2021 06:00:00 - 20/01/2021 07:00:00","BZN|DK1","Without sequence","35.56",""
"20/01/2021 07:00:00 - 20/01/2021 08:00:00","BZN|DK1","Without sequence","40.23",""
"20/01/2021 08:00:00 - 20/01/2021 09:00:00","BZN|DK1","Without sequence","41.25",""
"20/01/2021 09:00:00 - 20/01/2021 10:00:00","BZN|DK1","Without sequence","38.9",""
"20/01/2021 10:00:00 - 20/01/2021 11:00:00","BZN|DK1","Without sequence","38.01",""
"20/01/2021 11:00:00 - 20/01/2021 12:00:00","BZN|DK1","Without sequence","37.95",""
"20/01/2021 12:00:00 - 20/01/2021 13:00:00","BZN|DK1","Without sequence","37.92",""
"20/01/2021 13:00:00 - 20/01/2021 14:00:00","BZN|DK1","Without sequence","36.84",""
"20/01/2021 14:00:00 - 20/01/2021 15:00:00","BZN|DK1","Without sequence","36.8",""
"20/01/2021 15:00:00 - 20/01/2021 16:00:00","BZN|DK1","Without sequence","37.99",""
"20/01/2021 16:00:00 - 20/01/2021 17:00:00","BZN|DK1","Without sequence","39.33",""
"20/01/2021 17:00:00 - 20/01/2021 18:00:00","BZN|DK1","Without sequence","45.51",""
"20/01/2021 18:00:00 - 20/01/2021 19:00:00","BZN|DK1","Without sequence","40.41",""
"20/01/2021 19:00:00 - 20/01/2021 20:00:00","BZN|DK1","Without sequence","39.34",""
"20/01/2021 20:00:00 - 20/01/2021 21:00:00","BZN|DK1","Without sequence","35.69",""
"20/01/2021 21:00:00 - 20/01/2021 22:00:00","BZN|DK1","Without sequence","31.97",""
"20/01/2021 22:00:00 - 20/01/2021 23:00:00","BZN|DK1","Without sequence","29.49",""
"20/01/2021 23:00:00 - 21/01/2021 00:00:00","BZN|DK1","Without sequence","25.3",""
"21/01/2021 00:00:00 - 21/01/2021 01:00:00","BZN|DK1","Without sequence","24.85",""
"21/01/2021 01:00:00 - 21/01/2021 02:00:00","BZN|DK1","Without sequence","19.32",""
"21/01/2021 02:00:00 - 21/01/2021 03:00:00","BZN|DK1","Without sequence","8.94",""
"21/01/2021 03:00:00 - 21/01/2021 04:00:00","BZN|DK1","Without sequence","0.9",""
"21/01/2021 04:00:00 - 21/01/2021 05:00:00","BZN|DK1","Without sequence","0.02",""
"21/01/2021 05:00:00 - 21/01/2021 06:00:00","BZN|DK1","Without sequence","13.69",""
"21/01/2021 06:00:00 - 21/01/2021 07:00:00","BZN|DK1","Without sequence","27.47",""
"21/01/2021 07:00:00 - 21/01/2021 08:00:00","BZN|DK1","Without sequence","35.32",""
"21/01/2021 08:00:00 - 21/01/2021 09:00:00","BZN|DK1","Without sequence","37.23",""
"21/01/2021 09:00:00 - 21/01/2021 10:00:00","BZN|DK1","Without sequence","35.29",""
"21/01/2021 10:00:00 - 21/01/2021 11:00:00","BZN|DK1","Without sequence","33.01",""
"21/01/2021 11:00:00 - 21/01/2021 12:00:00","BZN|DK1","Without sequence","33.38",""
"21/01/2021 12:00:00 - 21/01/2021 13:00:00","BZN|DK1","Without sequence","33.69",""
"21/01/2021 13:00:00 - 21/01/2021 14:00:00","BZN|DK1","Without sequence","35.34",""
"21/01/2021 14:00:00 - 21/01/2021 15:00:00","BZN|DK1","Without sequence","36.22",""
"21/01/2021 15:00:00 - 21/01/2021 16:00:00","BZN|DK1","Without sequence","36.61",""
"21/01/2021 16:00:00 - 21/01/2021 17:00:00","BZN|DK1","Without sequence","37.93",""
"21/01/2021 17:00:00 - 21/01/2021 18:00:00","BZN|DK1","Without sequence","39.52",""
"21/01/2021 18:00:00 - 21/01/2021 19:00:00","BZN|DK1","Without sequence","37.22",""
"21/01/2021 19:00:00 - 21/01/2021 20:00:00","BZN|DK1","Without sequence","35.71",""
"21/01/2021 20:00:00 - 21/01/2021 21:00:00","BZN|DK1","Without sequence","32.01",""
"21/01/2021 21:00:00 - 21/01/2021 22:00:00","BZN|DK1","Without sequence","30.08",""
"21/01/2021 22:00:00 - 21/01/2021 23:00:00","BZN|DK1","Without sequence","27.43",""
"21/01/2021 23:00:00 - 22/01/2021 00:00:00","BZN|DK1","Without sequence","24.09",""
"22/01/2021 00:00:00 - 22/01/2021 01:00:00","BZN|DK1","Without sequence","9.1",""
"22/01/2021 01:00:00 - 22/01/2021 02:00:00","BZN|DK1","Without sequence","13.92",""
"22/01/2021 02:00:00 - 22/01/2021 03:00:00","BZN|DK1","Without sequence","11.08",""
"22/01/2021 03:00:00 - 22/01/2021 04:00:00","BZN|DK1","Without sequence","11.51",""
"22/01/2021 04:00:00 - 22/01/2021 05:00:00","BZN|DK1","Without sequence","16.24",""
"22/01/2021 05:00:00 - 22/01/2021 06:00:00","BZN|DK1","Without sequence","28.49",""
"22/01/2021 06:00:00 - 22/01/2021 07:00:00","BZN|DK1","Without sequence","32.23",""
"22/01/2021 07:00:00 - 22/01/2021 08:00:00","BZN|DK1","Without sequence","37.66",""
"22/01/2021 08:00:00 - 22/01/2021 09:00:00","BZN|DK1","Without sequence","41.51",""
"22/01/2021 09:00:00 - 22/01/2021 10:00:00","BZN|DK1","Without sequence","39.62",""
"22/01/2021 10:00:00 - 22/01/2021 11:00:00","BZN|DK1","Without sequence","38.62",""
"22/01/2021 11:00:00 - 22/01/2021 12:00:00","BZN|DK1","Without sequence","37.46",""
"22/01/2021 12:00:00 - 22/01/2021 13:00:00","BZN|DK1","Without sequence","36.39",""
"22/01/2021 13:00:00 - 22/01/2021 14:00:00","BZN|DK1","Without sequence","35.83",""
"22/01/2021 14:00:00 - 22/01/2021 15:00:00","BZN|DK1","Without sequence","35.27",""
"22/01/2021 15:00:00 - 22/01/2021 16:00:00","BZN|DK1","Without sequence","35.18",""
"22/01/2021 16:00:00 - 22/01/2021 17:00:00","BZN|DK1","Without sequence","35.71",""
"22/01/2021 17:00:00 - 22/01/2021 18:00:00","BZN|DK1","Without sequence","36.22",""
"22/01/2021 18:00:00 - 22/01/2021 19:00:00","BZN|DK1","Without sequence","35.47",""
"22/01/2021 19:00:00 - 22/01/2021 20:00:00","BZN|DK1","Without sequence","33.35",""
"22/01/2021 20:00:00 - 22/01/2021 21:00:00","BZN|DK1","Without sequence","29.33",""
"22/01/2021 21:00:00 - 22/01/2021 22:00:00","BZN|DK1","Without sequence","27.83",""
"22/01/2021 22:00:00 - 22/01/2021 23:00:00","BZN|DK1","Without sequence","26.77",""
"22/01/2021 23:00:00 - 23/01/2021 00:00:00","BZN|DK1","Without sequence","25.4",""
"23/01/2021 00:00:00 - 23/01/2021 01:00:00","BZN|DK1","Without sequence","44.61",""
"23/01/2021 01:00:00 - 23/01/2021 02:00:00","BZN|DK1","Without sequence","29.19",""
"23/01/2021 02:00:00 - 23/01/2021 03:00:00","BZN|DK1","Without sequence","29.79",""
"23/01/2021 03:00:00 - 23/01/2021 04:00:00","BZN|DK1","Without sequence","30.32",""
"23/01/2021 04:00:00 - 23/01/2021 05:00:00","BZN|DK1","Without sequence","31.25",""
"23/01/2021 05:00:00 - 23/01/2021 06:00:00","BZN|DK1","Without sequence","32.25",""
"23/01/2021 06:00:00 - 23/01/2021 07:00:00","BZN|DK1","Without sequence","42.4",""
"23/01/2021 07:00:00 - 23/01/2021 08:00:00","BZN|DK1","Without sequence","45.88",""
"23/01/2021 08:00:00 - 23/01/2021 09:00:00","BZN|DK1","Without sequence","50.0",""
