"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"12/06/2021 04:00:00 - 12/06/2021 05:00:00","BZN|DK1","Without sequence","56.22",""
"12/06/2021 05:00:00 - 12/06/2021 06:00:00","BZN|DK1","Without sequence","56.49",""
"12/06/2021 06:00:00 - 12/06/2021 07:00:00","BZN|DK1","Without sequence","57.12",""
"12/06/2021 07:00:00 - 12/06/2021 08:00:00","BZN|DK1","Without sequence","64.58",""
"12/06/2021 08:00:00 - 12/06/2021 09:00:00","BZN|DK1","Without sequence","64.94",""
"12/06/2021 09:00:00 - 12/06/2021 10:00:00","BZN|DK1","Without sequence","61.47",""
"12/06/2021 10:00:00 - 12/06/2021 11:00:00","BZN|DK1","Without sequence","48.91",""
"12/06/2021 11:00:00 - 12/06/2021 12:00:00","BZN|DK1","Without sequence","31.38",""
"12/06/2021 12:00:00 - 12/06/2021 13:00:00","BZN|DK1","Without sequence","12.11",""
"12/06/2021 13:00:00 - 12/06/2021 14:00:00","BZN|DK1","Without sequence","-2.06",""
"12/06/2021 14:00:00 - 12/06/2021 15:00:00","BZN|DK1","Without sequence","-21.8",""
"12/06/2021 15:00:00 - 12/06/2021 16:00:00","BZN|DK1","Without sequence","-26.2",""
"12/06/2021 16:00:00 - 12/06/2021 17:00:00","BZN|DK1","Without sequence","-12.97",""
"12/06/2021 17:00:00 - 12/06/2021 18:00:00","BZN|DK1","Without sequence","0.07",""
"12/06/2021 18:00:00 - 12/06/2021 19:00:00","BZN|DK1","Without sequence","20.4",""
"12/06/2021 19:00:00 - 12/06/2021 20:00:00","BZN|DK1","Without sequence","43.57",""
"12/06/2021 20:00:00 - 12/06/2021 21:00:00","BZN|DK1","Without sequence","44.39",""
"12/06/2021 21:00:00 - 12/06/2021 22:00:00","BZN|DK1","Without sequence","45.02",""
"12/06/2021 22:00:00 - 12/06/2021 23:00:00","BZN|DK1","Without sequence","45.48",""
"12/06/2021 23:00:00 - 13/06/2021 00:00:00","BZN|DK1","Without sequence","42.48",""
"13/06/2021 00:00:00 - 13/06/2021 01:00:00","BZN|DK1","Without sequence","25.0",""
"13/06/2021 01:00:00 - 13/06/2021 02:00:00","BZN|DK1","Without sequence","10.19",""
"13/06/2021 02:00:00 - 13/06/2021 03:00:00","BZN|DK1","Without sequence","7.23",""
"13/06/2021 03:00:00 - 13/06/2021 04:00:00","BZN|DK1","Without sequence","4.99",""
"13/06/2021 04:00:00 - 13/06/2021 05:00:00","BZN|DK1","Without sequence","4.55",""
"13/06/2021 05:00:00 - 13/06/2021 06:00:00","BZN|DK1","Without sequence","3.04",""
"13/06/2021 06:00:00 - 13/06/2021 07:00:00","BZN|DK1","Without sequence","3.76",""
"13/06/2021 07:00:00 - 13/06/2021 08:00:00","BZN|DK1","Without sequence","8.26",""
"13/06/2021 08:00:00 - 13/06/2021 09:00:00","BZN|DK1","Without sequence","4.05",""
"13/06/2021 09:00:00 - 13/06/2021 10:00:00","BZN|DK1","Without sequence","2.52",""
"13/06/2021 10:00:00 - 13/06/2021 11:00:00","BZN|DK1","Without sequence","0.01",""
"13/06/2021 11:00:00 - 13/06/2021 12:00:00","BZN|DK1","Without sequence","0.01",""
"13/06/2021 12:00:00 - 13/06/2021 13:00:00","BZN|DK1","Without sequence","-0.01",""
"13/06/2021 13:00:00 - 13/06/2021 14:00:00","BZN|DK1","Without sequence","-23.4",""
"13/06/2021 14:00:00 - 13/06/2021 15:00:00","BZN|DK1","Without sequence","-36.72",""
"13/06/2021 15:00:00 - 13/06/2021 16:00:00","BZN|DK1","Without sequence","-21.01",""
"13/06/2021 16:00:00 - 13/06/2021 17:00:00","BZN|DK1","Without sequence","-1.97",""
"13/06/2021 17:00:00 - 13/06/2021 18:00:00","BZN|DK1","Without sequence","7.62",""
"13/06/2021 18:00:00 - 13/06/2021 19:00:00","BZN|DK1","Without sequence","60.15",""
"13/06/2021 19:00:00 - 13/06/2021 20:00:00","BZN|DK1","Without sequence","77.69",""
"13/06/2021 20:00:00 - 13/06/2021 21:00:00","BZN|DK1","Without sequence","83.64",""
"13/06/2021 21:00:00 - 13/06/2021 22:00:00","BZN|DK1","Without sequence","87.03",""
"13/06/2021 22:00:00 - 13/06/2021 23:00:00","BZN|DK1","Without sequence","83.99",""
"13/06/2021 23:00:00 - 14/06/2021 00:00:00","BZN|DK1","Without sequence","75.01",""
"14/06/2021 00:00:00 - 14/06/2021 01:00:00","BZN|DK1","Without sequence","68.56",""
"14/06/2021 01:00:00 - 14/06/2021 02:00:00","BZN|DK1","Without sequence","62.83",""
"14/06/2021 02:00:00 - 14/06/2021 03:00:00","BZN|DK1","Without sequence","60.27",""
"14/06/2021 03:00:00 - 14/06/2021 04:00:00","BZN|DK1","Without sequence","59.93",""
"14/06/2021 04:00:00 - 14/06/2021 05:00:00","BZN|DK1","Without sequence","59.77",""
"14/06/2021 05:00:00 - 14/06/2021 06:00:00","BZN|DK1","Without sequence","63.13",""
"14/06/2021 06:00:00 - 14/06/2021 07:00:00","BZN|DK1","Without sequence","83.97",""
"14/06/2021 07:00:00 - 14/06/2021 08:00:00","BZN|DK1","Without sequence","96.23",""
"14/06/2021 08:00:00 - 14/06/2021 09:00:00","BZN|DK1","Without sequence","93.0",""
"14/06/2021 09:00:00 - 14/06/2021 10:00:00","BZN|DK1","Without sequence","83.7",""
"14/06/2021 10:00:00 - 14/06/2021 11:00:00","BZN|DK1","Without sequence","68.79",""
"14/06/2021 11:00:00 - 14/06/2021 12:00:00","BZN|DK1","Without sequence","61.99",""
"14/06/2021 12:00:00 - 14/06/2021 13:00:00","BZN|DK1","Without sequence","51.91",""
"14/06/2021 13:00:00 - 14/06/2021 14:00:00","BZN|DK1","Without sequence","50.64",""
"14/06/2021 14:00:00 - 14/06/2021 15:00:00","BZN|DK1","Without sequence","50.06",""
"14/06/2021 15:00:00 - 14/06/2021 16:00:00","BZN|DK1","Without sequence","58.27",""
"14/06/2021 16:00:00 - 14/06/2021 17:00:00","BZN|DK1","Without sequence","68.47",""
"14/06/2021 17:00:00 - 14/06/2021 18:00:00","BZN|DK1","Without sequence","82.08",""
"14/06/2021 18:00:00 - 14/06/2021 19:00:00","BZN|DK1","Without sequence","88.85",""
"14/06/2021 19:00:00 - 14/06/2021 20:00:00","BZN|DK1","Without sequence","95.0",""
"14/06/2021 20:00:00 - 14/06/2021 21:00:00","BZN|DK1","Without sequence","102.28",""
"14/06/2021 21:00:00 - 14/06/2021 22:00:00","BZN|DK1","Without sequence","95.0",""
"14/06/2021 22:00:00 - 14/06/2021 23:00:00","BZN|DK1","Without sequence","90.0",""
"14/06/2021 23:00:00 - 15/06/2021 00:00:00","BZN|DK1","Without sequence","84.18",""
"15/06/2021 00:00:00 - 15/06/2021 01:00:00","BZN|DK1","Without sequence","78.22",""
"15/06/2021 01:00:00 - 15/06/2021 02:00:00","BZN|DK1","Without sequence","71.52",""
"15/06/2021 02:00:00 - 15/06/2021 03:00:00","BZN|DK1","Without sequence","69.1",""
"15/06/2021 03:00:00 - 15/06/2021 04:00:00","BZN|DK1","Without sequence","68.03",""
"15/06/2021 04:00:00 - 15/06/2021 05:00:00","BZN|DK1","Without sequence","68.18",""
"15/06/2021 05:00:00 - 15/06/2021 06:00:00","BZN|DK1","Without sequence","71.09",""
"15/06/2021 06:00:00 - 15/06/2021 07:00:00","BZN|DK1","Without sequence","87.28",""
"15/06/2021 07:00:00 - 15/06/2021 08:00:00","BZN|DK1","Without sequence","93.55",""
"15/06/2021 08:00:00 - 15/06/2021 09:00:00","BZN|DK1","Without sequence","96.81",""
"15/06/2021 09:00:00 - 15/06/2021 10:00:00","BZN|DK1","Without sequence","90.0",""
"15/06/2021 10:00:00 - 15/06/2021 11:00:00","BZN|DK1","Without sequence","83.99",""
"15/06/2021 11:00:00 - 15/06/2021 12:00:00","BZN|DK1","Without sequence","81.4",""
"15/06/2021 12:00:00 - 15/06/2021 13:00:00","BZN|DK1","Without sequence","74.99",""
"15/06/2021 13:00:00 - 15/06/2021 14:00:00","BZN|DK1","Without sequence","72.01",""
"15/06/2021 14:00:00 - 15/06/2021 15:00:00","BZN|DK1","Without sequence","71.9",""
"15/06/2021 15:00:00 - 15/06/2021 16:00:00","BZN|DK1","Without sequence","73.0",""
"15/06/2021 16:00:00 - 15/06/2021 17:00:00","BZN|DK1","Without sequence","79.01",""
"15/06/2021 17:00:00 - 15/06/2021 18:00:00","BZN|DK1","Without sequence","85.6",""
"15/06/2021 18:00:00 - 15/06/2021 19:00:00","BZN|DK1","Without sequence","94.6",""
"15/06/2021 19:00:00 - 15/06/2021 20:00:00","BZN|DK1","Without sequence","100.0",""
"15/06/2021 20:00:00 - 15/06/2021 21:00:00","BZN|DK1","Without sequence","100.0",""
"15/06/2021 21:00:00 - 15/06/2021 22:00:00","BZN|DK1","Without sequence","97.36",""
"15/06/2021 22:00:00 - 15/06/2021 23:00:00","BZN|DK1","Without sequence","91.77",""
"15/06/2021 23:00:00 - 16/06/2021 00:00:00","BZN|DK1","Without sequence","83.14",""
"16/06/2021 00:00:00 - 16/06/2021 01:00:00","BZN|DK1","Without sequence","77.59",""
"16/06/2021 01:00:00 - 16/06/2021 02:00:00","BZN|DK1","Without sequence","70.77",""
"16/06/2021 02:00:00 - 16/06/2021 03:00:00","BZN|DK1","Without sequence","70.95",""
"16/06/2021 03:00:00 - 16/06/2021 04:00:00","BZN|DK1","Without sequence","66.9",""
"16/06/2021 04:00:00 - 16/06/2021 05:00:00","BZN|DK1","Without sequence","68.57",""
"16/06/2021 05:00:00 - 16/06/2021 06:00:00","BZN|DK1","Without sequence","70.98",""
"16/06/2021 06:00:00 - 16/06/2021 07:00:00","BZN|DK1","Without sequence","85.58",""
"16/06/2021 07:00:00 - 16/06/2021 08:00:00","BZN|DK1","Without sequence","99.29",""
"16/06/2021 08:00:00 - 16/06/2021 09:00:00","BZN|DK1","Without sequence","100.0",""
"16/06/2021 09:00:00 - 16/06/2021 10:00:00","BZN|DK1","Without sequence","91.95",""
"16/06/2021 10:00:00 - 16/06/2021 11:00:00","BZN|DK1","Without sequence","83.99",""
"16/06/2021 11:00:00 - 16/06/2021 12:00:00","BZN|DK1","Without sequence","77.9",""
"16/06/2021 12:00:00 - 16/06/2021 13:00:00","BZN|DK1","Without sequence","73.78",""
"16/06/2021 13:00:00 - 16/06/2021 14:00:00","BZN|DK1","Without sequence","75.06",""
"16/06/2021 14:00:00 - 16/06/2021 15:00:00","BZN|DK1","Without sequence","79.99",""
"16/06/2021 15:00:00 - 16/06/2021 16:00:00","BZN|DK1","Without sequence","80.97",""
"16/06/2021 16:00:00 - 16/06/2021 17:00:00","BZN|DK1","Without sequence","85.5",""
"16/06/2021 17:00:00 - 16/06/2021 18:00:00","BZN|DK1","Without sequence","92.64",""
"16/06/2021 18:00:00 - 16/06/2021 19:00:00","BZN|DK1","Without sequence","102.53",""
"16/06/2021 19:00:00 - 16/06/2021 20:00:00","BZN|DK1","Without sequence","118.05",""
"16/06/2021 20:00:00 - 16/06/2021 21:00:00","BZN|DK1","Without sequence","111.53",""
"16/06/2021 21:00:00 - 16/06/2021 22:00:00","BZN|DK1","Without sequence","100.84",""
"16/06/2021 22:00:00 - 16/06/2021 23:00:00","BZN|DK1","Without sequence","87.97",""
"16/06/2021 23:00:00 - 17/06/2021 00:00:00","BZN|DK1","Without sequence","66.76",""
"17/06/2021 00:00:00 - 17/06/2021 01:00:00","BZN|DK1","Without sequence","66.28",""
"17/06/2021 01:00:00 - 17/06/2021 02:00:00","BZN|DK1","Without sequence","66.0",""
"17/06/2021 02:00:00 - 17/06/2021 03:00:00","BZN|DK1","Without sequence","64.13",""
"17/06/2021 03:00:00 - 17/06/2021 04:00:00","BZN|DK1","Without sequence","62.67",""
"17/06/2021 04:00:00 - 17/06/2021 05:00:00","BZN|DK1","Without sequence","62.8",""
"17/06/2021 05:00:00 - 17/06/2021 06:00:00","BZN|DK1","Without sequence","65.08",""
"17/06/2021 06:00:00 - 17/06/2021 07:00:00","BZN|DK1","Without sequence","71.72",""
"17/06/2021 07:00:00 - 17/06/2021 08:00:00","BZN|DK1","Without sequence","94.08",""
"17/06/2021 08:00:00 - 17/06/2021 09:00:00","BZN|DK1","Without sequence","99.0",""
"17/06/2021 09:00:00 - 17/06/2021 10:00:00","BZN|DK1","Without sequence","87.56",""
"17/06/2021 10:00:00 - 17/06/2021 11:00:00","BZN|DK1","Without sequence","78.17",""
"17/06/2021 11:00:00 - 17/06/2021 12:00:00","BZN|DK1","Without sequence","67.8",""
"17/06/2021 12:00:00 - 17/06/2021 13:00:00","BZN|DK1","Without sequence","61.88",""
"17/06/2021 13:00:00 - 17/06/2021 14:00:00","BZN|DK1","Without sequence","58.83",""
"17/06/2021 14:00:00 - 17/06/2021 15:00:00","BZN|DK1","Without sequence","58.35",""
"17/06/2021 15:00:00 - 17/06/2021 16:00:00","BZN|DK1","Without sequence","60.03",""
"17/06/2021 16:00:00 - 17/06/2021 17:00:00","BZN|DK1","Without sequence","68.7",""
"17/06/2021 17:00:00 - 17/06/2021 18:00:00","BZN|DK1","Without sequence","83.98",""
"17/06/2021 18:00:00 - 17/06/2021 19:00:00","BZN|DK1","Without sequence","92.95",""
"17/06/2021 19:00:00 - 17/06/2021 20:00:00","BZN|DK1","Without sequence","112.23",""
"17/06/2021 20:00:00 - 17/06/2021 21:00:00","BZN|DK1","Without sequence","103.46",""
"17/06/2021 21:00:00 - 17/06/2021 22:00:00","BZN|DK1","Without sequence","98.91",""
"17/06/2021 22:00:00 - 17/06/2021 23:00:00","BZN|DK1","Without sequence","91.03",""
"17/06/2021 23:00:00 - 18/06/2021 00:00:00","BZN|DK1","Without sequence","82.17",""
"18/06/2021 00:00:00 - 18/06/2021 01:00:00","BZN|DK1","Without sequence","74.65",""
"18/06/2021 01:00:00 - 18/06/2021 02:00:00","BZN|DK1","Without sequence","69.97",""
"18/06/2021 02:00:00 - 18/06/2021 03:00:00","BZN|DK1","Without sequence","67.07",""
"18/06/2021 03:00:00 - 18/06/2021 04:00:00","BZN|DK1","Without sequence","65.19",""
"18/06/2021 04:00:00 - 18/06/2021 05:00:00","BZN|DK1","Without sequence","66.09",""
"18/06/2021 05:00:00 - 18/06/2021 06:00:00","BZN|DK1","Without sequence","70.1",""
"18/06/2021 06:00:00 - 18/06/2021 07:00:00","BZN|DK1","Without sequence","85.57",""
"18/06/2021 07:00:00 - 18/06/2021 08:00:00","BZN|DK1","Without sequence","97.05",""
"18/06/2021 08:00:00 - 18/06/2021 09:00:00","BZN|DK1","Without sequence","100.02",""
"18/06/2021 09:00:00 - 18/06/2021 10:00:00","BZN|DK1","Without sequence","95.0",""
"18/06/2021 10:00:00 - 18/06/2021 11:00:00","BZN|DK1","Without sequence","84.1",""
"18/06/2021 11:00:00 - 18/06/2021 12:00:00","BZN|DK1","Without sequence","81.0",""
"18/06/2021 12:00:00 - 18/06/2021 13:00:00","BZN|DK1","Without sequence","74.59",""
"18/06/2021 13:00:00 - 18/06/2021 14:00:00","BZN|DK1","Without sequence","64.78",""
"18/06/2021 14:00:00 - 18/06/2021 15:00:00","BZN|DK1","Without sequence","67.15",""
"18/06/2021 15:00:00 - 18/06/2021 16:00:00","BZN|DK1","Without sequence","67.7",""
"18/06/2021 16:00:00 - 18/06/2021 17:00:00","BZN|DK1","Without sequence","66.0",""
"18/06/2021 17:00:00 - 18/06/2021 18:00:00","BZN|DK1","Without sequence","83.85",""
"18/06/2021 18:00:00 - 18/06/2021 19:00:00","BZN|DK1","Without sequence","91.1",""
"18/06/2021 19:00:00 - 18/06/2021 20:00:00","BZN|DK1","Without sequence","97.0",""
"18/06/2021 20:00:00 - 18/06/2021 21:00:00","BZN|DK1","Without sequence","96.91",""
"18/06/2021 21:00:00 - 18/06/2021 22:00:00","BZN|DK1","Without sequence","92.37",""
"18/06/2021 22:00:00 - 18/06/2021 23:00:00","BZN|DK1","Without sequence","85.86",""
"18/06/2021 23:00:00 - 19/06/2021 00:00:00","BZN|DK1","Without sequence","79.75",""
"19/06/2021 00:00:00 - 19/06/2021 01:00:00","BZN|DK1","Without sequence","80.17",""
"19/06/2021 01:00:00 - 19/06/2021 02:00:00","BZN|DK1","Without sequence","74.23",""
"19/06/2021 02:00:00 - 19/06/2021 03:00:00","BZN|DK1","Without sequence","71.35",""
"19/06/2021 03:00:00 - 19/06/2021 04:00:00","BZN|DK1","Without sequence","70.07",""
"19/06/2021 04:00:00 - 19/06/2021 05:00:00","BZN|DK1","Without sequence","67.3",""
"19/06/2021 05:00:00 - 19/06/2021 06:00:00","BZN|DK1","Without sequence","64.91",""
"19/06/2021 06:00:00 - 19/06/2021 07:00:00","BZN|DK1","Without sequence","66.04",""
"19/06/2021 07:00:00 - 19/06/2021 08:00:00","BZN|DK1","Without sequence","73.5",""
"19/06/2021 08:00:00 - 19/06/2021 09:00:00","BZN|DK1","Without sequence","74.37",""
"19/06/2021 09:00:00 - 19/06/2021 10:00:00","BZN|DK1","Without sequence","64.93",""
"19/06/2021 10:00:00 - 19/06/2021 11:00:00","BZN|DK1","Without sequence","58.38",""
"19/06/2021 11:00:00 - 19/06/2021 12:00:00","BZN|DK1","Without sequence","54.8",""
"19/06/2021 12:00:00 - 19/06/2021 13:00:00","BZN|DK1","Without sequence","52.6",""
"19/06/2021 13:00:00 - 19/06/2021 14:00:00","BZN|DK1","Without sequence","49.37",""
"19/06/2021 14:00:00 - 19/06/2021 15:00:00","BZN|DK1","Without sequence","50.38",""
"19/06/2021 15:00:00 - 19/06/2021 16:00:00","BZN|DK1","Without sequence","58.26",""
"19/06/2021 16:00:00 - 19/06/2021 17:00:00","BZN|DK1","Without sequence","62.49",""
"19/06/2021 17:00:00 - 19/06/2021 18:00:00","BZN|DK1","Without sequence","73.0",""
"19/06/2021 18:00:00 - 19/06/2021 19:00:00","BZN|DK1","Without sequence","81.0",""
"19/06/2021 19:00:00 - 19/06/2021 20:00:00","BZN|DK1","Without sequence","89.0",""
"19/06/2021 20:00:00 - 19/06/2021 21:00:00","BZN|DK1","Without sequence","92.75",""
"19/06/2021 21:00:00 - 19/06/2021 22:00:00","BZN|DK1","Without sequence","89.98",""
"19/06/2021 22:00:00 - 19/06/2021 23:00:00","BZN|DK1","Without sequence","83.98",""
"19/06/2021 23:00:00 - 20/06/2021 00:00:00","BZN|DK1","Without sequence","78.05",""
"20/06/2021 00:00:00 - 20/06/2021 01:00:00","BZN|DK1","Without sequence","76.01",""
"20/06/2021 01:00:00 - 20/06/2021 02:00:00","BZN|DK1","Without sequence","66.8",""
"20/06/2021 02:00:00 - 20/06/2021 03:00:00","BZN|DK1","Without sequence","63.04",""
"20/06/2021 03:00:00 - 20/06/2021 04:00:00","BZN|DK1","Without sequence","60.03",""
"20/06/2021 04:00:00 - 20/06/2021 05:00:00","BZN|DK1","Without sequence","54.93",""
"20/06/2021 05:00:00 - 20/06/2021 06:00:00","BZN|DK1","Without sequence","50.09",""
"20/06/2021 06:00:00 - 20/06/2021 07:00:00","BZN|DK1","Without sequence","50.11",""
"20/06/2021 07:00:00 - 20/06/2021 08:00:00","BZN|DK1","Without sequence","52.76",""
"20/06/2021 08:00:00 - 20/06/2021 09:00:00","BZN|DK1","Without sequence","55.0",""
"20/06/2021 09:00:00 - 20/06/2021 10:00:00","BZN|DK1","Without sequence","55.0",""
"20/06/2021 10:00:00 - 20/06/2021 11:00:00","BZN|DK1","Without sequence","50.2",""
"20/06/2021 11:00:00 - 20/06/2021 12:00:00","BZN|DK1","Without sequence","45.63",""
"20/06/2021 12:00:00 - 20/06/2021 13:00:00","BZN|DK1","Without sequence","39.85",""
"20/06/2021 13:00:00 - 20/06/2021 14:00:00","BZN|DK1","Without sequence","27.2",""
"20/06/2021 14:00:00 - 20/06/2021 15:00:00","BZN|DK1","Without sequence","23.72",""
"20/06/2021 15:00:00 - 20/06/2021 16:00:00","BZN|DK1","Without sequence","26.99",""
"20/06/2021 16:00:00 - 20/06/2021 17:00:00","BZN|DK1","Without sequence","48.1",""
"20/06/2021 17:00:00 - 20/06/2021 18:00:00","BZN|DK1","Without sequence","60.48",""
"20/06/2021 18:00:00 - 20/06/2021 19:00:00","BZN|DK1","Without sequence","70.05",""
"20/06/2021 19:00:00 - 20/06/2021 20:00:00","BZN|DK1","Without sequence","84.35",""
"20/06/2021 20:00:00 - 20/06/2021 21:00:00","BZN|DK1","Without sequence","86.21",""
"20/06/2021 21:00:00 - 20/06/2021 22:00:00","BZN|DK1","Without sequence","86.7",""
"20/06/2021 22:00:00 - 20/06/2021 23:00:00","BZN|DK1","Without sequence","88.13",""
"20/06/2021 23:00:00 - 21/06/2021 00:00:00","BZN|DK1","Without sequence","81.0",""
"21/06/2021 00:00:00 - 21/06/2021 01:00:00","BZN|DK1","Without sequence","65.99",""
"21/06/2021 01:00:00 - 21/06/2021 02:00:00","BZN|DK1","Without sequence","62.96",""
"21/06/2021 02:00:00 - 21/06/2021 03:00:00","BZN|DK1","Without sequence","61.03",""
"21/06/2021 03:00:00 - 21/06/2021 04:00:00","BZN|DK1","Without sequence","58.9",""
"21/06/2021 04:00:00 - 21/06/2021 05:00:00","BZN|DK1","Without sequence","58.62",""
"21/06/2021 05:00:00 - 21/06/2021 06:00:00","BZN|DK1","Without sequence","62.5",""
"21/06/2021 06:00:00 - 21/06/2021 07:00:00","BZN|DK1","Without sequence","76.1",""
"21/06/2021 07:00:00 - 21/06/2021 08:00:00","BZN|DK1","Without sequence","88.94",""
"21/06/2021 08:00:00 - 21/06/2021 09:00:00","BZN|DK1","Without sequence","92.0",""
"21/06/2021 09:00:00 - 21/06/2021 10:00:00","BZN|DK1","Without sequence","90.0",""
"21/06/2021 10:00:00 - 21/06/2021 11:00:00","BZN|DK1","Without sequence","86.28",""
"21/06/2021 11:00:00 - 21/06/2021 12:00:00","BZN|DK1","Without sequence","82.0",""
"21/06/2021 12:00:00 - 21/06/2021 13:00:00","BZN|DK1","Without sequence","78.48",""
"21/06/2021 13:00:00 - 21/06/2021 14:00:00","BZN|DK1","Without sequence","69.93",""
"21/06/2021 14:00:00 - 21/06/2021 15:00:00","BZN|DK1","Without sequence","67.34",""
"21/06/2021 15:00:00 - 21/06/2021 16:00:00","BZN|DK1","Without sequence","72.05",""
"21/06/2021 16:00:00 - 21/06/2021 17:00:00","BZN|DK1","Without sequence","75.13",""
"21/06/2021 17:00:00 - 21/06/2021 18:00:00","BZN|DK1","Without sequence","82.94",""
"21/06/2021 18:00:00 - 21/06/2021 19:00:00","BZN|DK1","Without sequence","88.97",""
"21/06/2021 19:00:00 - 21/06/2021 20:00:00","BZN|DK1","Without sequence","93.79",""
"21/06/2021 20:00:00 - 21/06/2021 21:00:00","BZN|DK1","Without sequence","94.07",""
"21/06/2021 21:00:00 - 21/06/2021 22:00:00","BZN|DK1","Without sequence","91.27",""
"21/06/2021 22:00:00 - 21/06/2021 23:00:00","BZN|DK1","Without sequence","86.09",""
"21/06/2021 23:00:00 - 22/06/2021 00:00:00","BZN|DK1","Without sequence","77.8",""
"22/06/2021 00:00:00 - 22/06/2021 01:00:00","BZN|DK1","Without sequence","74.03",""
"22/06/2021 01:00:00 - 22/06/2021 02:00:00","BZN|DK1","Without sequence","68.38",""
"22/06/2021 02:00:00 - 22/06/2021 03:00:00","BZN|DK1","Without sequence","66.8",""
"22/06/2021 03:00:00 - 22/06/2021 04:00:00","BZN|DK1","Without sequence","65.68",""
"22/06/2021 04:00:00 - 22/06/2021 05:00:00","BZN|DK1","Without sequence","64.84",""
"22/06/2021 05:00:00 - 22/06/2021 06:00:00","BZN|DK1","Without sequence","67.67",""
"22/06/2021 06:00:00 - 22/06/2021 07:00:00","BZN|DK1","Without sequence","83.08",""
"22/06/2021 07:00:00 - 22/06/2021 08:00:00","BZN|DK1","Without sequence","93.76",""
"22/06/2021 08:00:00 - 22/06/2021 09:00:00","BZN|DK1","Without sequence","96.0",""
"22/06/2021 09:00:00 - 22/06/2021 10:00:00","BZN|DK1","Without sequence","93.65",""
"22/06/2021 10:00:00 - 22/06/2021 11:00:00","BZN|DK1","Without sequence","90.97",""
"22/06/2021 11:00:00 - 22/06/2021 12:00:00","BZN|DK1","Without sequence","90.1",""
"22/06/2021 12:00:00 - 22/06/2021 13:00:00","BZN|DK1","Without sequence","88.48",""
"22/06/2021 13:00:00 - 22/06/2021 14:00:00","BZN|DK1","Without sequence","83.9",""
"22/06/2021 14:00:00 - 22/06/2021 15:00:00","BZN|DK1","Without sequence","80.07",""
"22/06/2021 15:00:00 - 22/06/2021 16:00:00","BZN|DK1","Without sequence","81.73",""
"22/06/2021 16:00:00 - 22/06/2021 17:00:00","BZN|DK1","Without sequence","82.41",""
"22/06/2021 17:00:00 - 22/06/2021 18:00:00","BZN|DK1","Without sequence","89.95",""
"22/06/2021 18:00:00 - 22/06/2021 19:00:00","BZN|DK1","Without sequence","97.59",""
"22/06/2021 19:00:00 - 22/06/2021 20:00:00","BZN|DK1","Without sequence","100.46",""
"22/06/2021 20:00:00 - 22/06/2021 21:00:00","BZN|DK1","Without sequence","100.1",""
"22/06/2021 21:00:00 - 22/06/2021 22:00:00","BZN|DK1","Without sequence","96.87",""
"22/06/2021 22:00:00 - 22/06/2021 23:00:00","BZN|DK1","Without sequence","90.68",""
"22/06/2021 23:00:00 - 23/06/2021 00:00:00","BZN|DK1","Without sequence","82.94",""
"23/06/2021 00:00:00 - 23/06/2021 01:00:00","BZN|DK1","Without sequence","72.59",""
"23/06/2021 01:00:00 - 23/06/2021 02:00:00","BZN|DK1","Without sequence","72.53",""
"23/06/2021 02:00:00 - 23/06/2021 03:00:00","BZN|DK1","Without sequence","70.29",""
"23/06/2021 03:00:00 - 23/06/2021 04:00:00","BZN|DK1","Without sequence","70.09",""
"23/06/2021 04:00:00 - 23/06/2021 05:00:00","BZN|DK1","Without sequence","71.18",""
"23/06/2021 05:00:00 - 23/06/2021 06:00:00","BZN|DK1","Without sequence","75.01",""
"23/06/2021 06:00:00 - 23/06/2021 07:00:00","BZN|DK1","Without sequence","87.85",""
"23/06/2021 07:00:00 - 23/06/2021 08:00:00","BZN|DK1","Without sequence","109.93",""
"23/06/2021 08:00:00 - 23/06/2021 09:00:00","BZN|DK1","Without sequence","120.0",""
"23/06/2021 09:00:00 - 23/06/2021 10:00:00","BZN|DK1","Without sequence","103.93",""
"23/06/2021 10:00:00 - 23/06/2021 11:00:00","BZN|DK1","Without sequence","93.35",""
"23/06/2021 11:00:00 - 23/06/2021 12:00:00","BZN|DK1","Without sequence","92.08",""
"23/06/2021 12:00:00 - 23/06/2021 13:00:00","BZN|DK1","Without sequence","91.13",""
"23/06/2021 13:00:00 - 23/06/2021 14:00:00","BZN|DK1","Without sequence","87.55",""
"23/06/2021 14:00:00 - 23/06/2021 15:00:00","BZN|DK1","Without sequence","84.82",""
"23/06/2021 15:00:00 - 23/06/2021 16:00:00","BZN|DK1","Without sequence","79.67",""
"23/06/2021 16:00:00 - 23/06/2021 17:00:00","BZN|DK1","Without sequence","83.61",""
"23/06/2021 17:00:00 - 23/06/2021 18:00:00","BZN|DK1","Without sequence","90.96",""
"23/06/2021 18:00:00 - 23/06/2021 19:00:00","BZN|DK1","Without sequence","106.44",""
"23/06/2021 19:00:00 - 23/06/2021 20:00:00","BZN|DK1","Without sequence","139.72",""
"23/06/2021 20:00:00 - 23/06/2021 21:00:00","BZN|DK1","Without sequence","133.38",""
"23/06/2021 21:00:00 - 23/06/2021 22:00:00","BZN|DK1","Without sequence","112.47",""
"23/06/2021 22:00:00 - 23/06/2021 23:00:00","BZN|DK1","Without sequence","93.35",""
"23/06/2021 23:00:00 - 24/06/2021 00:00:00","BZN|DK1","Without sequence","86.34",""
